text,final_text,tokens,sentiment_score,sentiment
"kata aku sih wajib cobain kalau fokus kalian ke melembabkan ya.

good job buat Makarizo sih… dari haircare & skincare nya ga ada yang gagal👍🏻 

#rekomendasiskincare #skincaremurah #racunskincare",wajib mencoba fokus melembabkan good job makarizo haircare skincare gagal rekomendasiskincare skincaremurah racunskincare,"['wajib', 'mencoba', 'fokus', 'melembabkan', 'good', 'job', 'makarizo', 'haircare', 'skincare', 'gagal', 'rekomendasiskincare', 'skincaremurah', 'racunskincare']",-3,negatif
"Siapa yang lagi struggle sama kemerahan dan bekas jerawat? ☝️
Aku mau share produk yang aku pake buat redain redness akuu and this product all in one multi purpose!! 
#racunskincare #racuninskincare #acnefighter #acne #PIH #PIE #lacoco #skincare #soothingmist",struggle merah bekas jerawat share produk pakai redain redness aku this product all ini one multi purpose racunskincare racuninskincare acnefighter acne pih pie lacoco skincare soothingmist,"['struggle', 'merah', 'bekas', 'jerawat', 'share', 'produk', 'pakai', 'redain', 'redness', 'aku', 'this', 'product', 'all', 'ini', 'one', 'multi', 'purpose', 'racunskincare', 'racuninskincare', 'acnefighter', 'acne', 'pih', 'pie', 'lacoco', 'skincare', 'soothingmist']",-7,negatif
"Satu step yang gak boleh di skip, pakai moist sebelum tidur ‼️

Rutin selama 2 minggu pake Papua Red Fruit Plumping Cream dari From This Island emang juara 💯

Selain bikin plumpy, lembab doi bikin redness ku berkurang, jerawat juga cepet kempes ✨

#racunskincare",step skip pakai moist tidur rutin minggu pakai papua red fruit plumping cream from this island memang juara bikin plumpy lembab doi bikin redness ku kurang jerawat cepat kempes racunskincare,"['step', 'skip', 'pakai', 'moist', 'tidur', 'rutin', 'minggu', 'pakai', 'papua', 'red', 'fruit', 'plumping', 'cream', 'from', 'this', 'island', 'memang', 'juara', 'bikin', 'plumpy', 'lembab', 'doi', 'bikin', 'redness', 'ku', 'kurang', 'jerawat', 'cepat', 'kempes', 'racunskincare']",-19,negatif
"Untuk cara pakainya ini harus di shake dlu biar oil & sulfaktannya nyatu, busakan, pijat lembut ke wajah lalu bilas deh. Selain untuk deep cleansing yang aku suka tuh face wash ini wanginya calming & bikin relax bgt 😙 #racunskincare",pakai shake dulu biar oil sulfaktannya nyatu busa pijat lembut wajah bilas deh deep cleansing suka tuh face wash wangi calming bikin relax banget racunskincare,"['pakai', 'shake', 'dulu', 'biar', 'oil', 'sulfaktannya', 'nyatu', 'busa', 'pijat', 'lembut', 'wajah', 'bilas', 'deh', 'deep', 'cleansing', 'suka', 'tuh', 'face', 'wash', 'wangi', 'calming', 'bikin', 'relax', 'banget', 'racunskincare']",1,netral
"Cek #SKINTIFIC - Symwhite 377 Dark Spot Serum 20ml | Niacinamide Serum Mencerahkan Tumpas Komedo Penghilang Noda Hitam Perbaikan Bekas Jerawat Dark Spot Anti-Acne Eksfoliasi Mengangkat Sel Kulit Mati Exfoliating Whitening Serum Pemutih #racunskincare 
🔗🛒 s.shopee.co.id/8zqbBL0ijz?sh…",skintific symwhite dark spot serum ml niacinamide serum cerah tumpas komedo hilang noda hitam baik bekas jerawat dark spot antiacne eksfoliasi angkat sel kulit mati exfoliating whitening serum mutih racunskincare sshopeecoidzqbblijzsh,"['skintific', 'symwhite', 'dark', 'spot', 'serum', 'ml', 'niacinamide', 'serum', 'cerah', 'tumpas', 'komedo', 'hilang', 'noda', 'hitam', 'baik', 'bekas', 'jerawat', 'dark', 'spot', 'antiacne', 'eksfoliasi', 'angkat', 'sel', 'kulit', 'mati', 'exfoliating', 'whitening', 'serum', 'mutih', 'racunskincare', 'sshopeecoidzqbblijzsh']",-25,negatif
"@SkintificID Untuk Paket Perpanjangan Masa Aktif akan memperpanjang masa aktif secara akumulatif maksimal 365 hari. Jadi pastikan jika Kakak aktivasi paketnya, hasil akumulasi akhir tidak lebih dari 365 hari ya Kak. Semoga membantu 😊-Micha",paket panjang aktif panjang aktif akumulatif maksimal pasti kakak aktivasi paket hasil akumulasi moga bantu micha,"['paket', 'panjang', 'aktif', 'panjang', 'aktif', 'akumulatif', 'maksimal', 'pasti', 'kakak', 'aktivasi', 'paket', 'hasil', 'akumulasi', 'moga', 'bantu', 'micha']",14,positif
"@SkintificID Iya betul Kak, Paket tersebut untuk perpanjang masa aktif kartunya buka kuotanya yaaa 😊 -Micha",iya paket panjang aktif kartu buka kuota ya micha,"['iya', 'paket', 'panjang', 'aktif', 'kartu', 'buka', 'kuota', 'ya', 'micha']",2,positif
@SkintificID Perpanjangan masa aktif kartu Telkomsel ya Kak 😉 -Nabil,panjang aktif kartu telkomsel nabil,"['panjang', 'aktif', 'kartu', 'telkomsel', 'nabil']",-1,netral
@SkintificID Untuk paket tersebut itu perpanjangan masa aktif kartu ya Kak. Saat ini belum ada paket perpanjangan masa aktif kuota internet :) -Zidane,paket panjang aktif kartu paket panjang aktif kuota internet zidane,"['paket', 'panjang', 'aktif', 'kartu', 'paket', 'panjang', 'aktif', 'kuota', 'internet', 'zidane']",4,positif
"bisa, masih butuh ga kak?",butuh,['butuh'],-5,negatif
Mjb boleh ikutan ngga 🥹 bisa coba test invite dulu,mjb ikut enggak coba test invite,"['mjb', 'ikut', 'enggak', 'coba', 'test', 'invite']",-3,negatif
Yu kak bikin grup dl deh,yuk bikin grup dulu deh,"['yuk', 'bikin', 'grup', 'dulu', 'deh']",0,netral
bingungg😩,bingungg,['bingungg'],0,netral
aku nyari jg kak😩,mencari juga,"['mencari', 'juga']",-3,negatif
"Bolehh, dm yaa",bolehh dm ya,"['bolehh', 'dm', 'ya']",4,positif
akhirnyaaa balik lagi ke basic skincare wkwwkwk,akhirnyaaa basic skincare wkwwkwk,"['akhirnyaaa', 'basic', 'skincare', 'wkwwkwk']",0,netral
dapainga tahun 2021 so mencoba segala macam skincare,dapainga sok coba skincare,"['dapainga', 'sok', 'coba', 'skincare']",-1,netral
"sejauh ini bru body care sama makeup mostly udh local sih, tpi blom brani klo ganti skincare sama haircare😔",baru body care makeup mostly sudah local tapi belum berani kalo ganti skincare haircare,"['baru', 'body', 'care', 'makeup', 'mostly', 'sudah', 'local', 'tapi', 'belum', 'berani', 'kalo', 'ganti', 'skincare', 'haircare']",-3,negatif
"Dah amek wudhu , tepek3 skincare pastu terkentut 😮‍💨",deh amek wudhu tepek skincare pastu kentut,"['deh', 'amek', 'wudhu', 'tepek', 'skincare', 'pastu', 'kentut']",-2,negatif
"Make up, skincare, kucing, kpop, f1, paling minus cuma ngatain emyu 🤣",memakai up skincare kucing kpop minus mengatai emyu,"['memakai', 'up', 'skincare', 'kucing', 'kpop', 'minus', 'mengatai', 'emyu']",-3,negatif
"RILL MINT, bangun jam 4 kureng wudhu dlu bis gt skincare sambil nunggu adzan jd kelar solat kulit dah ready ditimpa😋",rill mint bangun jam reng wudhu dulu bis begitu skincare menunggu adzan jadi kelar solat kulit deh ready timpa,"['rill', 'mint', 'bangun', 'jam', 'reng', 'wudhu', 'dulu', 'bis', 'begitu', 'skincare', 'menunggu', 'adzan', 'jadi', 'kelar', 'solat', 'kulit', 'deh', 'ready', 'timpa']",0,netral
"gesss kalo aku sholat id tadii pake skincare aja, trs habis sholat id langsung pake complexion bisa kah?",gesss sholat id tadi pakai skincare terus habis sholat id langsung pakai complexion kah,"['gesss', 'sholat', 'id', 'tadi', 'pakai', 'skincare', 'terus', 'habis', 'sholat', 'id', 'langsung', 'pakai', 'complexion', 'kah']",10,positif
aku belum sempet make skincare dan make up😭😭,sempat memakai skincare memakai up,"['sempat', 'memakai', 'skincare', 'memakai', 'up']",0,netral
udah pake skincare udah pake bodycare ternyata baru inget belum wudhu,pakai skincare pakai bodycare ingat wudhu,"['pakai', 'skincare', 'pakai', 'bodycare', 'ingat', 'wudhu']",-3,negatif
"vid edit anime, makeup tutorial, skincare, outfit daily, sama cewe2 bule yg cakep gitu sihh",vid edit anime makeup tutorial skincare outfit daily cewek bule cakep begitu sih,"['vid', 'edit', 'anime', 'makeup', 'tutorial', 'skincare', 'outfit', 'daily', 'cewek', 'bule', 'cakep', 'begitu', 'sih']",-1,netral
"Blm make up, blm skincare an baru pake toner aja. Karna tkt gk keburu",belum memakai up belum skincare an pakai toner karena tkt enggak keburu,"['belum', 'memakai', 'up', 'belum', 'skincare', 'an', 'pakai', 'toner', 'karena', 'tkt', 'enggak', 'keburu']",-6,negatif
udahhh skincare an tapii lupa wudu buat sholat eid 😭,udahhh skincare an tapi lupa wudu sholat eid,"['udahhh', 'skincare', 'an', 'tapi', 'lupa', 'wudu', 'sholat', 'eid']",2,positif
"Wkwk nggak atuh kak, jam segitu baru selesai skincare an doang 😭🤣",wkwk enggak atuh jam segitu selesai skincare an doang,"['wkwk', 'enggak', 'atuh', 'jam', 'segitu', 'selesai', 'skincare', 'an', 'doang']",-9,negatif
udah nyiapin es batu biar pas cuci muka nanti jadi fresh tapi malah baru inget pas udh kelar skincare 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,nyiapin es batu biar pas cuci muka fresh ingat pas sudah kelar skincare,"['nyiapin', 'es', 'batu', 'biar', 'pas', 'cuci', 'muka', 'fresh', 'ingat', 'pas', 'sudah', 'kelar', 'skincare']",-3,negatif
"sejujurnya kuncinya cuma di skincare dah bener, warna base yg nyaru sama kulit, blush sama dengan eyeshadow. warna lip yg baguzzz somethinc mantra lov u",jujur kunci skincare deh benar warna base menyaru kulit blush eyeshadow warna lip baguzzz somethinc mantra lov lu,"['jujur', 'kunci', 'skincare', 'deh', 'benar', 'warna', 'base', 'menyaru', 'kulit', 'blush', 'eyeshadow', 'warna', 'lip', 'baguzzz', 'somethinc', 'mantra', 'lov', 'lu']",-2,negatif
ada slot family duolingo max? #zonauang #zonajajan wtb mau,slot family duolingo max zonajajan,"['slot', 'family', 'duolingo', 'max', 'zonajajan']",0,netral
Check dm mu yaa 😉,check dm mu ya,"['check', 'dm', 'mu', 'ya']",5,positif
kakk aku ngabisa dm,kak ngabisa dm,"['kak', 'ngabisa', 'dm']",0,netral
"Hii, boleh bangettt. Silahkan DM aku yaa kak",hii banget silah dm ya,"['hii', 'banget', 'silah', 'dm', 'ya']",11,positif
"halooo, maaf jbjb aku boleh nanya2 soal recruitment emiratesnya kak?",halo maaf jbjb bertanya recruitment emiratesnya,"['halo', 'maaf', 'jbjb', 'bertanya', 'recruitment', 'emiratesnya']",0,netral
aku pake foundie nya skintific awet bgt kakk,pakai foundie skintific awet banget kak,"['pakai', 'foundie', 'skintific', 'awet', 'banget', 'kak']",5,positif
Cek SKINTIFIC - Niacinamide Bright Boost Clay Stick 40g | Brightening Glowing Masker Wajah Komedo Skincare BPOM Eksfoliasi Wajah Exfoliating  Pengangkat Komedo Penghilang Jerawat BPOM Acne Mask with DSM High-Purity Niacinamide Arbutin Pink Sea Sa  s.shopee.co.id/60Dsh4vC34?sh…,skintific niacinamide bright boost clay stick enggak brightening glowing masker wajah komedo skincare bpom eksfoliasi wajah exfoliating angkat komedo hilang jerawat bpom acne mask dsm highpurity niacinamide arbutin pink sea sa sshopeecoiddshvcsh,"['skintific', 'niacinamide', 'bright', 'boost', 'clay', 'stick', 'enggak', 'brightening', 'glowing', 'masker', 'wajah', 'komedo', 'skincare', 'bpom', 'eksfoliasi', 'wajah', 'exfoliating', 'angkat', 'komedo', 'hilang', 'jerawat', 'bpom', 'acne', 'mask', 'dsm', 'highpurity', 'niacinamide', 'arbutin', 'pink', 'sea', 'sa', 'sshopeecoiddshvcsh']",-4,negatif
Skintific jg bagus.. tp oksidasi.. Trus juga bukan lokal hehe,skintific juga bagus tapi oksidasi terus lokal hehe,"['skintific', 'juga', 'bagus', 'tapi', 'oksidasi', 'terus', 'lokal', 'hehe']",-4,negatif
"1. somethinc 20K isi sisa kurleb 30%
2. facetology 70K new masih segel
3. skintific 50K isi masih banyak 
bisa via 🍊",somethinc ke isi sisa kurleb facetology ke new segel skintific ke isi via,"['somethinc', 'ke', 'isi', 'sisa', 'kurleb', 'facetology', 'ke', 'new', 'segel', 'skintific', 'ke', 'isi', 'via']",-14,negatif
"1. somethinc 20K isi sisa kurleb 30%
2. facetology 70K new masih segel
3. skintific 50K isi masih banyak 
bisa via 🍊",somethinc ke isi sisa kurleb facetology ke new segel skintific ke isi via,"['somethinc', 'ke', 'isi', 'sisa', 'kurleb', 'facetology', 'ke', 'new', 'segel', 'skintific', 'ke', 'isi', 'via']",-14,negatif
"coba pake skintific kak, jujur bare face aku itu banyak darkspotnya dan merah"" + jerawat. pake skintific ga keliatan samsek! LIATT!! ga pake concealer juga.. lov soooooo much. aku pake shade 03 petal. undertone aku neutral",coba pakai skintific jujur bare face darkspotnya merah jerawat pakai skintific lihat samsek lihat pakai concealer lov soooooo much pakai shade petal undertone neutral,"['coba', 'pakai', 'skintific', 'jujur', 'bare', 'face', 'darkspotnya', 'merah', 'jerawat', 'pakai', 'skintific', 'lihat', 'samsek', 'lihat', 'pakai', 'concealer', 'lov', 'soooooo', 'much', 'pakai', 'shade', 'petal', 'undertone', 'neutral']",-2,negatif
Aku skintific yg biru by,skintific biru by,"['skintific', 'biru', 'by']",0,netral
aku skintific yang gold,skintific gold,"['skintific', 'gold']",0,netral
skintific pink serum brp ka ? @oliviaajaa,skintific pink serum berapa kak,"['skintific', 'pink', 'serum', 'berapa', 'kak']",0,netral
"Laaa siannya, pakai skintific bang. Best 😁",laaa sian pakai skintific bang best,"['laaa', 'sian', 'pakai', 'skintific', 'bang', 'best']",-3,negatif
"Mana jasanya cuma 150-200k, masa iyaaa percaya? Logika aja mending war sendiri trus dijualin😭",jasa ke iya percaya logika mending war terus dijualin,"['jasa', 'ke', 'iya', 'percaya', 'logika', 'mending', 'war', 'terus', 'dijualin']",3,positif
"cushion pertamaku skintific, lumayan memuaskan sih. belum ganti soalnya masih belum abis. kayaknya tuh yang penting skinprepnya oke sama pake primer.",cushion pertama skintific lumayan muas ganti habis kayak tuh skinprepnya oke pakai primer,"['cushion', 'pertama', 'skintific', 'lumayan', 'muas', 'ganti', 'habis', 'kayak', 'tuh', 'skinprepnya', 'oke', 'pakai', 'primer']",-8,negatif
"Dah try, tapi tak menjadi. Tapi still guna pencuci muka safi biru sebab dah lama guna. Cuma toner & moisturiser guna skintific sebab skin barrier jadi elok, dan jerawat amat jarang naik kecuali period. Bukan sebab tanak support local, dah cuba tapi tak menjadi",deh try still cuci muka safi biru deh toner moisturiser skintific skin barrier elok jerawat jarang kecuali period tanak support local deh cuba,"['deh', 'try', 'still', 'cuci', 'muka', 'safi', 'biru', 'deh', 'toner', 'moisturiser', 'skintific', 'skin', 'barrier', 'elok', 'jerawat', 'jarang', 'kecuali', 'period', 'tanak', 'support', 'local', 'deh', 'cuba']",1,netral
"Setting powder dazzle me lebih murah kayanya, diaku bagus.
Cushion skintific
Highlighter salsa bagus kok
Brow madamgie
Liptin ga tau, ga pake akuu
Setting spray sea
Mascara aku biasa somethinc yg tipsy",setting powder dazzle me murah kayak dia bagus cushion skintific highlighter salsa bagus brow madamgie liptin tau pakai aku setting spray sea mascara somethinc tipsy,"['setting', 'powder', 'dazzle', 'me', 'murah', 'kayak', 'dia', 'bagus', 'cushion', 'skintific', 'highlighter', 'salsa', 'bagus', 'brow', 'madamgie', 'liptin', 'tau', 'pakai', 'aku', 'setting', 'spray', 'sea', 'mascara', 'somethinc', 'tipsy']",-21,negatif
Ka info juga dong klo ada,kak info kalo,"['kak', 'info', 'kalo']",-3,negatif
"Yang cream kah? Biasanya tanda gak cocok lebih ke keluar jerawat/redness berlebih gitu. Kalo ngelupas abis exfo masih wajar dan ini emang deep exfo, emang kuat, jadi reaksi kulitmu jadi mengelupas. Coba pakenya jadi seminggu 1x duluu.",cream kah tanda cocok jerawatredness lebih begitu ngelupas habis exfo wajar memang deep exfo memang kuat reaksi kulit kelupas coba pakenya minggu dulu,"['cream', 'kah', 'tanda', 'cocok', 'jerawatredness', 'lebih', 'begitu', 'ngelupas', 'habis', 'exfo', 'wajar', 'memang', 'deep', 'exfo', 'memang', 'kuat', 'reaksi', 'kulit', 'kelupas', 'coba', 'pakenya', 'minggu', 'dulu']",-25,negatif
Kamu setelahnya pake moisturizer apaa? Kayaknya kurang melembabkan jadi kulitnya kering dan ngelupas,telah pakai moisturizer apa kayak melembabkan kulit kering ngelupas,"['telah', 'pakai', 'moisturizer', 'apa', 'kayak', 'melembabkan', 'kulit', 'kering', 'ngelupas']",-7,negatif
"guys buat yg pake glycolid acidnya for skin sake, emg abisannya kulitnya ngelupas gitu yaa? aku takutnya itu ngelupas karna nga cocok/terlalu kuat bukan karna emg hasil exfoliationnya soalnya klo aku pake makeup jadi peeling gitu kulit aku hiks 🥲",guys pakai glycolid acidnya for skin sake memang habis kulit ngelupas begitu ya takut ngelupas karena enggak cocokterlalu kuat karena memang hasil exfoliationnya kalo pakai makeup peeling begitu kulit hiks,"['guys', 'pakai', 'glycolid', 'acidnya', 'for', 'skin', 'sake', 'memang', 'habis', 'kulit', 'ngelupas', 'begitu', 'ya', 'takut', 'ngelupas', 'karena', 'enggak', 'cocokterlalu', 'kuat', 'karena', 'memang', 'hasil', 'exfoliationnya', 'kalo', 'pakai', 'makeup', 'peeling', 'begitu', 'kulit', 'hiks']",-12,negatif
Masih ada slot kaa?,slot kak,"['slot', 'kak']",0,netral
masih ada kah kak?,kah,['kah'],0,netral
Masih ada kahhh,kahhh,['kahhh'],0,netral
"kak masih open gaa, cek dm dong",open enggak dm,"['open', 'enggak', 'dm']",-3,negatif
udah ku dm kak,ku dm,"['ku', 'dm']",0,netral
"sebenernya udah ada temen yg subscribe tp yg family bukan premium, mau gaaa yuk yuk",sebenarnya teman subscribe tapi family premium gaaa yuk yuk,"['sebenarnya', 'teman', 'subscribe', 'tapi', 'family', 'premium', 'gaaa', 'yuk', 'yuk']",14,positif
MAUUU SAYA BERDUA NIH,mau dua,"['mau', 'dua']",-4,negatif
jadi ngabisa pake rekber? preorder pun?,ngabisa pakai rekber preorder,"['ngabisa', 'pakai', 'rekber', 'preorder']",0,netral
"Halo kak, masih ada kahh?",halo kahh,"['halo', 'kahh']",1,netral
Ka kalo ada mau gabung dong,kak gabung,"['kak', 'gabung']",-5,negatif
"Halo, masih ada kak?",halo,['halo'],1,netral
"Moisturizer ternyaman buat kulit sensitif! ✨💖 Teksturnya gel warna pink yang super ringan, cepat meresap, dan kasih hydration maksimal tanpa bikin greasy. Kulit jadi lebih calm, plump, dan healthy! #Skintific #SensitiveMoisturizer #ugccreator",moisturizer nyaman kulit sensitif tekstur gel warna pink super ringan cepat resap kasih hydration maksimal bikin greasy kulit calm plump healthy skintific sensitivemoisturizer ugccreator,"['moisturizer', 'nyaman', 'kulit', 'sensitif', 'tekstur', 'gel', 'warna', 'pink', 'super', 'ringan', 'cepat', 'resap', 'kasih', 'hydration', 'maksimal', 'bikin', 'greasy', 'kulit', 'calm', 'plump', 'healthy', 'skintific', 'sensitivemoisturizer', 'ugccreator']",-5,negatif
"Risau nak raya tiba tiba tumbuh jerawat? Must have this Intensive Acne Dark Spot Treatment 🤍 

Sehari kecut jerawat tak perlu risau lagi 

Buy here 📌 s.shopee.com.my/10oyZO4B7a

 #skintific #acnetreatment",risau nak raya tumbuh jerawat must have this intensive acne dark spot treatment hari kecut jerawat risau buy here sshopeecommyoyzoba skintific acnetreatment,"['risau', 'nak', 'raya', 'tumbuh', 'jerawat', 'must', 'have', 'this', 'intensive', 'acne', 'dark', 'spot', 'treatment', 'hari', 'kecut', 'jerawat', 'risau', 'buy', 'here', 'sshopeecommyoyzoba', 'skintific', 'acnetreatment']",-10,negatif
"mau punya cinta yang kaya gini juga, setara 🥺🥺

#Skintific #SKINTIFICTH #SKINTIFICXPondPhuwin #SKINTIFICกันแดดที่รู้ใจผิว",cinta kayak gin tara skintific skintificth skintificxpondphuwin skintific,"['cinta', 'kayak', 'gin', 'tara', 'skintific', 'skintificth', 'skintificxpondphuwin', 'skintific']",-2,negatif
"Cantiknye si gadis 😍
Gemeesss....

#ppnaravit
@ppnaravit
#Skintific #SKINTIFICTH #SKINTIFICXPondPhuwin #SKINTIFICกันแดดที่รู้ใจผิว",cantiknye sih gadis gemeesss ppnaravit skintific skintificth skintificxpondphuwin skintific,"['cantiknye', 'sih', 'gadis', 'gemeesss', 'ppnaravit', 'skintific', 'skintificth', 'skintificxpondphuwin', 'skintific']",0,netral
"Udah kecintaan banget inimah

#Skintific #SKINTIFICTH #SKINTIFICXPondPhuwin #SKINTIFICกันแดดที่รู้ใจผิว
#ppnaravit #phuwintang",cinta banget inimah skintific skintificth skintificxpondphuwin skintific ppnaravit phuwintang,"['cinta', 'banget', 'inimah', 'skintific', 'skintificth', 'skintificxpondphuwin', 'skintific', 'ppnaravit', 'phuwintang']",0,netral
"Phuwin kok cantik bangetttttt 🥹🥹👉🏻

#Skintific #SKINTIFICTH #SKINTIFICXPondPhuwin #SKINTIFICกันแดดที่รู้ใจผิว",phuwin cantik banget skintific skintificth skintificxpondphuwin skintific,"['phuwin', 'cantik', 'banget', 'skintific', 'skintificth', 'skintificxpondphuwin', 'skintific']",-3,negatif
"Phu kedip 😄 

#Skintific #SKINTIFICTH #SKINTIFICXPondPhuwin #SKINTIFICกันแดดที่รู้ใจผิว",phu kedip skintific skintificth skintificxpondphuwin skintific,"['phu', 'kedip', 'skintific', 'skintificth', 'skintificxpondphuwin', 'skintific']",0,netral
"YAALLAH NATAPNYA PAKE CINTA BANGET😭

🐻🐼

#Skintific #SKINTIFICTH #SKINTIFICXPondPhuwin #SKINTIFICกันแดดที่รู้ใจผิว",yaallah natapnya pakai cinta banget skintific skintificth skintificxpondphuwin skintific,"['yaallah', 'natapnya', 'pakai', 'cinta', 'banget', 'skintific', 'skintificth', 'skintificxpondphuwin', 'skintific']",0,netral
"Jom jom 
#SKINTIFICxPondPhuwin
#SKINTIFICกันแดดที่รู้ใจผิว
#Skintific #SKINTIFICTH",jom jom skintificxpondphuwin skintific skintific skintificth,"['jom', 'jom', 'skintificxpondphuwin', 'skintific', 'skintific', 'skintificth']",0,netral
"2025.  3. 18
@phuwintang  𝐼𝐺𝑆 𝑢𝑝𝑑𝑎𝑡𝑒 🤍

cr : skintificthai

18MAR MagicMoment PHUWIN
#SKINTIFICXPondPhuwin
#SKINTIFICกันแดดที่รู้ใจผิว
#Skintific #SKINTIFICTH #SkintificSunscreen
#phuwintang",cara skintificthai mar magicmoment phuwin skintificxpondphuwin skintific skintific skintificth skintificsunscreen phuwintang,"['cara', 'skintificthai', 'mar', 'magicmoment', 'phuwin', 'skintificxpondphuwin', 'skintific', 'skintific', 'skintificth', 'skintificsunscreen', 'phuwintang']",0,netral
Aku ada nih kalo mau gabung 😃,gabung,['gabung'],-5,negatif
Aku ada nih kalo mau gabung 😃,gabung,['gabung'],-5,negatif
Aku ada nih kalo mau gabung 😃,gabung,['gabung'],-5,negatif
Aku ada nih kalo mau gabung 😃,gabung,['gabung'],-5,negatif
ka masi?,kak mas,"['kak', 'mas']",0,netral
"hai ada yg mau ikutan patungan sharing APPLE ONE PREMIER family?

dapet:
1. iCloud+ 333gb/orang
2. Apple Music
3. Apple TV+
4. Apple Arcade
5. Apple Fitness+

65rb/org/bln

NEED 3 MEMBER LG YAA
sistemnya lewat group wa jadi aman dan legal

#zonauang #zonajajan",hai ikut patungan sharing apple one premier family dapat icloud gborang apple music apple tv apple arcade apple fitness rborgbln need member lagi ya sistem group wa aman legal zonajajan,"['hai', 'ikut', 'patungan', 'sharing', 'apple', 'one', 'premier', 'family', 'dapat', 'icloud', 'gborang', 'apple', 'music', 'apple', 'tv', 'apple', 'arcade', 'apple', 'fitness', 'rborgbln', 'need', 'member', 'lagi', 'ya', 'sistem', 'group', 'wa', 'aman', 'legal', 'zonajajan']",-1,netral
aku dm yaah,dm ya,"['dm', 'ya']",4,positif
oalaaa 😭😭 ak kira sama kalo yg super tuh gabisa conversation yah😭,oalaaa aku super tuh conversation ya,"['oalaaa', 'aku', 'super', 'tuh', 'conversation', 'ya']",1,netral
km mau gabung ke aku aja ga kaak ak dpt lbh murah tinggal 600 ajaa jadi 100 per orang,kamu gabung kak aku dapat lebih murah tinggal saja orang,"['kamu', 'gabung', 'kak', 'aku', 'dapat', 'lebih', 'murah', 'tinggal', 'saja', 'orang']",-15,negatif
kak masiih?,masiih,['masiih'],0,netral
kak mau join,join,['join'],1,netral
"Bener-bener mau sungkem sama serum ini! Waktu aku breakout sampai kambuh2an jg dermatitis aku.

Dia bantu aku bgt! Kulit be better dan jerawat beneran kempes + rasa gatal jg berkurang

s.shopee.co.id/1g3zBqkJR4

#racunskincare #skincareroutine",benerbener sungkem serum breakout kambuh juga dermatitis bantu banget kulit be better jerawat benaran kempes gatal juga kurang sshopeecoidgzbqkjr racunskincare skincareroutine,"['benerbener', 'sungkem', 'serum', 'breakout', 'kambuh', 'juga', 'dermatitis', 'bantu', 'banget', 'kulit', 'be', 'better', 'jerawat', 'benaran', 'kempes', 'gatal', 'juga', 'kurang', 'sshopeecoidgzbqkjr', 'racunskincare', 'skincareroutine']",-19,negatif
"want #eyeampoule #avoskin #avostorejakarta #racunskincare, done all rules kak! aku ijin ikutan yaa sebelumnya aku ucapin terima kasih udah adain give away semoga rezekinya selalu lancar, dimudahkan segala urusannya, selalu sehat dan bahagia, aamiin. wish me luckyyy 💗💌💢‼️",want eyeampoule avoskin avostorejakarta racunskincare done all rules ijin ikut ya mengucapkan terima kasih mengadakan give away moga rezeki lancar mudah urus sehat bahagia amin wish me luckyyy,"['want', 'eyeampoule', 'avoskin', 'avostorejakarta', 'racunskincare', 'done', 'all', 'rules', 'ijin', 'ikut', 'ya', 'mengucapkan', 'terima', 'kasih', 'mengadakan', 'give', 'away', 'moga', 'rezeki', 'lancar', 'mudah', 'urus', 'sehat', 'bahagia', 'amin', 'wish', 'me', 'luckyyy']",1,netral
waktu #eyeampoule #avoskin #avostorejakarta #racunskincare,eyeampoule avoskin avostorejakarta racunskincare,"['eyeampoule', 'avoskin', 'avostorejakarta', 'racunskincare']",0,netral
"want #eyeampoule #avoskin #avostorejakarta #racunskincare

Semoga bisa win dan beruntung dapetin eye ampoule ini amin",want eyeampoule avoskin avostorejakarta racunskincare moga win untung mendapatkan eye ampoule amin,"['want', 'eyeampoule', 'avoskin', 'avostorejakarta', 'racunskincare', 'moga', 'win', 'untung', 'mendapatkan', 'eye', 'ampoule', 'amin']",-3,negatif
"want #eyeampoule #avoskin #avostorejakarta #racunskincare

semoga aku semoga aku",want eyeampoule avoskin avostorejakarta racunskincare moga moga,"['want', 'eyeampoule', 'avoskin', 'avostorejakarta', 'racunskincare', 'moga', 'moga']",2,positif
"Want #eyeampoule #avoskin #avostrorejakarta #racunskincare
Semoga rezeki Aamiin",want eyeampoule avoskin avostrorejakarta racunskincare moga rezeki amin,"['want', 'eyeampoule', 'avoskin', 'avostrorejakarta', 'racunskincare', 'moga', 'rezeki', 'amin']",1,netral
"💕Giveaway Special February💕

Eye Ampoule Avoskin untuk 2 orang pemenang😚✨

Ikutin syarat dibawah yaa:
1. Wajib follow @avostorejakarta 
2. 🔁 & ❤️postingan ini
3. Reply ""want #eyeampoule #avoskin #avostorejakarta #racunskincare"" 

Pemenang diumumkan tgl 25 February 2025",giveaway special february eye ampoule avoskin orang menang mengikuti syarat bawah ya wajib follow postingan reply want eyeampoule avoskin avostorejakarta racunskincare menang umum tanggal february,"['giveaway', 'special', 'february', 'eye', 'ampoule', 'avoskin', 'orang', 'menang', 'mengikuti', 'syarat', 'bawah', 'ya', 'wajib', 'follow', 'postingan', 'reply', 'want', 'eyeampoule', 'avoskin', 'avostorejakarta', 'racunskincare', 'menang', 'umum', 'tanggal', 'february']",-2,negatif
